ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
9.971557,-1,7.784029,1.868237,1.522783,12.89411,0.2791796,-10.78868,22.40088,RIGHT_ACCELERATE
-1,-1,7.735713,2.041605,1.465363,12.87238,0.2791984,-9.244816,22.50488,RIGHT_ACCELERATE
-1,9.803555,7.596184,2.574282,1.645928,13.05692,0.2791892,-7.83494,22.60059,RIGHT_ACCELERATE
-1,8.930672,7.336316,3.345982,1.983294,13.38372,0.2791739,-6.308125,22.70548,RIGHT_ACCELERATE
-1,8.501546,7.031154,3.917714,2.300361,13.69132,0.2791634,-4.907772,22.80176,ACCELERATE
-1,8.130051,6.721361,4.441775,2.609466,13.99357,0.2791595,-3.406844,22.90456,ACCELERATE
-1,7.803373,6.449418,4.901762,2.880875,14.26157,0.2791597,-1.994662,23.00106,ACCELERATE
-1,7.461576,6.16567,5.382374,3.164247,14.54127,0.2791594,-0.4607062,23.10574,ACCELERATE
-1,7.155507,5.912029,5.812424,3.417661,14.79704,0.2791599,0.9799886,23.20398,ACCELERATE
-1,6.837984,5.649176,6.258388,3.68035,15.0491,0.27916,2.424633,23.30243,ACCELERATE
-1,6.532746,5.39667,6.686992,3.932742,15.2971,0.2791595,3.862828,23.40041,ACCELERATE
-1,6.209235,5.129167,7.141193,4.200155,15.56023,0.2791604,5.401386,23.5052,ACCELERATE
-1,5.911812,4.88331,7.55873,4.44595,15.80331,0.2791596,6.83053,23.60252,ACCELERATE
-1,5.609227,4.633236,7.983486,4.695972,16.04987,0.2791603,8.285362,23.70159,ACCELERATE
-1,5.307037,4.383521,8.407661,4.945644,16.29615,0.2791599,9.742297,23.80078,ACCELERATE
-1,4.985657,4.117977,8.858754,5.21115,16.55748,0.2791603,11.29099,23.90622,ACCELERATE
-1,4.690298,3.873951,9.2733,5.455142,16.79765,0.27916,12.71607,24.00324,ACCELERATE
-1,4.390828,3.626543,9.693592,5.70252,17.04276,0.2791595,14.17165,24.10234,ACCELERATE
-1,4.079667,3.369488,-1,5.959546,17.29461,0.2791605,15.66817,24.20422,ACCELERATE
-1,3.787097,3.1278,-1,6.201207,17.53411,0.2791603,17.09195,24.30115,ACCELERATE
-1,3.471446,2.867053,-1,6.461924,17.79098,0.2791601,18.61944,24.40514,ACCELERATE
-1,3.172696,2.620277,-1,6.708673,18.03443,0.2791604,20.06753,24.50372,ACCELERATE
-1,2.877798,2.376693,-1,6.952233,18.27562,0.2791591,21.50251,24.60141,ACCELERATE
-1,2.577516,2.128669,-1,7.200232,18.51942,0.2791608,22.95322,24.70017,ACCELERATE
-1,2.256507,1.863533,-1,7.465341,18.78112,0.2791608,24.51066,24.80619,ACCELERATE
-1,1.993676,1.631988,-1,7.681705,19.00453,0.2791598,25.89087,24.90007,LEFT_ACCELERATE
-1,1.888878,1.452261,-1,7.78282,19.15745,0.279168,27.45584,25.00578,LEFT_ACCELERATE
-1,2.138871,1.473674,-1,7.72936,19.11751,0.2791898,28.86916,25.10096,LEFT_ACCELERATE
-1,3.139335,1.787772,8.978995,7.584907,18.81444,0.2792137,30.36814,25.20407,LEFT_ACCELERATE
-1,5.646866,2.461697,7.55597,7.391803,18.24507,0.2792182,31.73173,25.30381,LEFT_ACCELERATE
-1,-1,3.625574,6.280056,7.121473,17.42633,0.2792154,32.96462,25.40383,LEFT_ACCELERATE
8.613338,-1,5.256086,5.146997,6.605125,16.43797,0.2792,34.02974,25.50193,LEFT_ACCELERATE
